"country","year","militaryexpenditures","lifeExp","GDPpercap","GDP","HIV","healthcare","womenEd","menEd"
"Cameroon",2007,1.43241928017412,55.7,1295889.08838734,25825421889119.6,38000,52.88653437,3.9,6.3
"Canada",2007,1.22307364919596,80.6,52459486.1629208,1727476872662172,350,4340.35597156,14.1,14.1
"Cape Verde",2007,0.596725468988923,69.6,3471767.78289872,1676943689799.09,NA,137.26832125,3.2,4.8
"Central African Republic",2007,1.12669126691267,46.2,454541.235974778,1967430652422.21,14000,16.71703066,NA,NA
"Chad",2007,5.56879094699226,54,584286.92988069,6060129966526.8,13000,28.34740527,0.7,2.5
"Chile",2007,3.05876102062307,78.3,12821613.4634026,202931143123142,NA,683.07534313,9.8,10
"China",2007,2.05409642769833,73.1,3728205.40444078,4913345979431440,NA,114.48075394,6,7.4
"Colombia",2007,3.26673966297973,75.9,6136954.53158572,273487649766620,9200,336.59187281,6.3,6.4
"Congo, Dem. Rep.",2007,2.04933374947695,57.1,195820.365922016,11900429546491.2,NA,10.21864016,3.7,7.4
"Congo, Rep.",2007,1.26386444592486,58.3,2202439.96174236,8213497156819.06,4800,60.21649344,4.9,7.8
"Cote d'Ivoire",2007,1.63374168394923,54.9,1144192.53890847,21335365159798.6,45000,61.25118446,1.8,3.9
"Croatia",2007,1.64966086365789,76,13303482.9511256,59014250368722.2,60,1008.04586996,10.5,10.8
"Cuba",2007,3.20117399131451,77.5,8331200.76642258,93881693770976.2,350,585.94379564,10,10.3
"Cyprus",2007,1.8577996095472,79.8,30497730.572,23909519321395,NA,1674.05996645,11.5,12.1
"Czech Republic",2007,1.50028408990073,76.8,15736632.5365993,162624693904392,60,1140.34198614,NA,NA
"Denmark",2007,1.3408531060649,78.4,65534806.9844448,357914285187512,60,5664.94817648,12.7,12.7
"Djibouti",2007,4.07119109713125,61.5,1674555.85919372,1405710939667.74,600,77.96119213,1.6,5
"Dominican Republic",2007,0.670937611305236,73.7,7188146.50153874,68517081797928.2,3400,231.0647034,NA,NA
"Ecuador",2007,2.87889543946262,74.5,3237736.0049073,44841740339620.6,2600,228.48132409,7.8,8.2
"Egypt",2007,2.50214822771214,70.3,3531738.85384726,271737539308488,300,84.63868769,5,7.7
"El Salvador",2007,0.994782366487772,73.5,5218179.8302493,31835426344613.4,350,206.98687236,6.3,7.2
"Estonia",2007,2.02247712650215,73,14144871.7273801,18977857262860.8,300,835.69732601,11.5,10.9
"Ethiopia",2007,1.87744848139693,58.6,352214.807738058,27605780604368.8,NA,11.79987036,0.9,2.1
"Fiji",2007,2.22499718683757,64.9,4590876.60072774,3834279418112.76,60,151.92802923,8.9,9.3
"Finland",2007,1.22504587666129,79.4,57678444.8121918,305045144647134,60,3743.79526217,12.1,11.7
"France",2007,2.34646947609866,81,47032446.3457502,3010643354138920,1200,4483.03121077,10.3,10.3
"Gabon",2007,1.06392009152831,61.6,8286669.16023762,11797147092017,2500,233.69018814,5.4,7.4
"Gambia",2007,0.54534047584576,65.3,1196164.53664089,2023734393738.38,600,21.49527066,1.8,3.7
"Georgia",2007,9.15629195397693,72.1,2438896.63890806,10702854010184.1,60,188.1498862,12.3,12.4
"Germany",2007,1.28021412394482,79.9,50594770.7868472,4162248234805500,600,4230.81650913,11.8,12.2
"Ghana",2007,0.509619465108971,61.6,635472.726624564,14417586346195.5,20000,65.56446253,4.9,7.5
"Greece",2007,2.79883680317143,79.8,29603108.4550292,329713235711320,350,2677.09804954,9.8,10.5
"Guatemala",2007,0.398456449244938,71,3755502.9335311,50169170319578.6,2000,183.88841435,3.7,4.8
"Guyana",2007,1.22106709905694,64.9,2214703.93688642,1661178552532.52,350,122.56129523,9.1,9.1
"Honduras",2007,0.776222024836052,71.6,2819958.09153288,20187569564869.2,4200,102.22123151,5.5,5.7
"Hungary",2007,1.30524566671683,73.6,11768281.9235864,118339254001562,150,1023.25819548,10.9,11.1
"India",2007,2.34204716578205,64.3,1346009.38193486,1580176674724454,190000,40.39964904,3.2,6
"Indonesia",2007,0.774786825419629,69.2,2006728.8671809,466487696213476,4900,50.56796819,5.7,7.1
"Iran",2007,2.73067581503204,72.8,4250060.50476838,303605188688260,6900,219.91363806,4.8,7
"Iraq",2007,3.40841310761275,65.3,1399411.11925633,40992391551339.2,NA,107.94831482,3.4,6
"Ireland",2007,0.528081248321206,80.1,63087205.0541186,274864274557536,60,4552.41276529,11.3,11
"Israel",2007,7.46541939543664,80.3,42939069.0159676,308306809441550,60,1737.4308798,12.3,12.4
"Italy",2007,1.69058155549276,81.3,40582453.2795604,2409594891802900,600,3094.56601399,10,10.5
"Jamaica",2007,0.626002166847237,75.3,NA,20594076584346.6,2600,230.11441945,10.1,9.7
"Japan",2007,0.928504925774189,82.4,81674533.287077,10435616373989800,150,2805.83281494,12,12.1
"Jordan",2007,6.03391737003237,76.3,4761018.67961006,26956887763952.2,NA,251.95912877,8.1,10.2
"Kazakhstan",2007,1.29963172950477,65.8,4664589.8591362,72227404979063,1000,231.72461399,11.6,11.7
"Kenya",2007,1.81624019027953,59.8,922038.749498776,34524570817107,99000,32.12121197,5.5,7.4
"South Korea",2007,2.64252886884585,79.4,30226705.5562402,1468957436622160,150,1364.58166338,NA,NA
"Kuwait",2007,3.61867345999202,77.7,50200056.2004072,122880601168368,NA,1000.04417483,6.6,7.2
"Kyrgyz Republic",2007,3.38765180830979,67,700688.213047858,3691505781621.34,150,48.6514657,NA,NA
"Lao",2007,0.345220504023153,61.7,923326.578446262,5476605417497.48,350,27.63144142,NA,NA
"Latvia",2007,1.67119874996076,71.3,12592454.2323792,28661685078318.2,350,881.71641385,12.6,11.8
"Lebanon",2007,4.59852275434834,77.5,10873303.7702344,44959719307036.4,150,510.09092722,8,8.5
"Lesotho",2007,2.49673136769038,43.3,892640.831820404,1880015849840.25,16000,63.94193623,8.1,5.7
"Liberia",2007,0.472613202952061,59.3,434273.056325078,1510052481366.97,4000,24.83121951,2,5.6
"Libya",2007,0.921232876712329,75.5,15473088.5485173,93195232401413,NA,340.50950288,NA,NA
"Lithuania",2007,1.37327694283215,71.4,11678291.2047512,3.942145e+13,60,724.86750045,12.2,12
"Luxembourg",2007,0.557474560221923,80.6,112570553.699686,54132638809803.4,60,7625.16870987,10.8,11.4
"Macedonia, FYR",2007,1.99238881171761,74.3,4221371.47030056,8645039504200.88,NA,274.16154661,9.3,10.5
"Madagascar",2007,1.1192077444931,62,510188.304299598,9683327625322.78,1600,16.00357522,4.2,5.1
"Malawi",2007,1.20305201393505,51,315242.735228438,4384965886164.06,68000,19.74197454,3.1,5.5
"Malaysia",2007,2.12585020769443,74.5,9810242.73771014,266495263157894,5400,261.89762617,7.4,8.1
"Mali",2007,2.20729927007299,58,516061.014676926,7235581049728.04,4700,29.60668871,0.8,1.9
"Malta",2007,0.655643342926802,80.9,21562099.3793234,8819976751112.22,60,1580.86880798,NA,NA
"Mauritius",2007,0.149181617809269,72.7,9301970.75963926,11724231851361.6,600,316.61776744,7.7,8.7
"Mexico",2007,0.461405838488678,75.6,12666164.777353,1383408054604572,6100,564.18530268,7.3,8
"Moldova",2007,0.516567875867841,70,1095347.54758403,3917953024343.52,1100,133.92651616,10.9,11.1
"Mongolia",2007,1.33558023356221,64.4,1419446.84628606,3725351023068.08,60,73.57494515,8.9,8.9
"Montenegro",2007,1.74969510909853,75.6,4329223.25787238,2718587695460.06,NA,458.43460853,10.3,11.5
"Morocco",2007,3.2016019368637,73.1,3317710.8002,104479155512203,1100,125.48391677,2.3,4.5
"Mozambique",2007,0.853867035178027,53.2,678127.628087856,14790862765831,74000,17.68416765,1.6,3.5
"Namibia",2007,2.59016446255698,57.5,5197025.30914706,11220294490043.6,10000,283.31069475,6.6,6.6
"Nepal",2007,1.54734572913618,68.1,489074.522609448,13876921274447.8,4900,NA,1.2,4
"Netherlands",2007,1.46701575625292,80.2,53937235.392575,883583393281604,150,4625.9037923,11.2,11.6
"New Zealand",2007,1.01009272525574,80.1,30785005.4271254,130168238447514,60,2694.32672044,12.1,12.3
"Nicaragua",2007,0.790760546984196,76.8,2345720.27282684,9925799106450.3,150,92.67874475,5.6,5.5
"Nigeria",2007,0.584454309953586,58.3,952428.331969374,139960750113997,220000,67.78948131,3.8,6.4
"Norway",2007,1.49316372165822,80.6,83808420.4299848,394666674493124,60,7312.73739031,13.4,13.4
"Oman",2007,10.3221401526907,76,20784571.886142,53233175315352.2,60,402.95451939,4.7,6.4
"Pakistan",2007,3.57430819553126,63.8,1287717.03647892,211759395543130,4600,22.55588066,2.2,5.2
"Papua New Guinea",2007,0.595808064687733,58.2,1312714.27284642,8396523492407.48,2000,32.16138336,3,4.7
"Paraguay",2007,0.773837128069118,74,2900369.13238742,17875488798402.7,NA,121.53768609,6.9,6.8
"Peru",2007,1.16770914806807,77.9,5451630.48995034,153551519116941,5800,193.60278568,8,9.5
"Philippines",2007,1.34866905996499,69.7,2566934.74081198,227565518378286,120,57.27511105,9,8.7
"Poland",2007,2.02033249570635,75.2,11864948.8208809,452298493423320,150,717.18267091,12.2,12.2
"Portugal",2007,1.88401551625569,79.2,23931993.2226576,253878601323682,350,2183.25345047,7.4,7.3
"Qatar",2007,2.2072104741479,77.3,62848644.5864804,74047770262634.6,60,1640.14939832,7.6,7.5
"Romania",2007,1.54035684045145,73.3,5191192.17138838,111853958435500,350,415.37331832,11.3,12
"Russia",2007,3.44085884597309,67.7,5777694.70974932,821010418255380,NA,487.97071974,12.7,12.5
"Rwanda",2007,1.4867706754047,63.1,609186.007623244,5775810379744.44,12000,36.48873496,2.6,3.9
"Saudi Arabia",2007,9.21423679372676,78.2,18728977.3449792,477667134506364,NA,577.88497552,4.6,8.1
"Senegal",2007,1.70329852261848,63,1101295.27515228,12669998590889.4,1700,56.47056094,1.4,3.2
"Serbia",2007,2.49428364052626,74,2333895.13404558,17227831309673,150,546.60029514,9.8,10.6
"Seychelles",2007,1.49384885764499,72.6,16839431.6535931,1431907391799.98,NA,413.69361652,11.3,9.6
"Sierra Leone",2007,1.77184064304855,53,502834.034258188,2754670158702.24,2500,38.98560439,1.4,3
"Singapore",2007,3.67073396744166,80.4,62493993.6974826,286759939480268,60,1232.1869413,5.9,7.9
"Slovak Republic",2007,1.51180524615623,74.6,16189749.0173703,87381223786935.2,60,1077.31465085,11.8,12.6
"Slovenia",2007,1.46402093094245,78.2,26755830.6599348,53996530483089,60,1824.55512314,11.4,11.7
"South Africa",2007,1.34407308853106,53,7408168.53238468,357498099313500,390000,495.22055778,8.2,8.2
"Spain",2007,1.16022146661337,80.8,32702222.1624106,1467641229804610,1600,2724.87263119,8.7,8.8
"Sri Lanka",2007,3.26935457910832,74.4,2276733.67705126,45623466154430.2,350,59.48507825,9,9
"Swaziland",2007,2.02646488777754,44.3,3546913.17794878,3618213226651.9,9200,155.75306785,6.9,7
"Sweden",2007,1.38076620160217,80.9,66518525.697243,608517592782744,60,4508.45027825,12.6,12.2
"Switzerland",2007,0.811935383169706,81.7,77967750.6489184,572900639231406,60,6050.91185887,12.5,13.4
"Syria",2007,4.09847033391383,75.9,2836102.2929286,54582030840215.2,NA,79.38885487,4.8,7.1
"Tanzania",2007,0.988142153990116,59.1,821367.23782,32749644035614.8,120000,23.33057817,3.8,5.5
"Thailand",2007,1.34894243499593,73.8,5125444.31925546,347486934643630,25000,129.84103099,6.3,6.9
"Timor-Leste",2007,4.51342601409255,69.2,649272.851752704,679158881118.882,NA,57.83165879,1.8,2.9
"Tunisia",2007,1.26117058284527,76.6,5843987.1535904,59755353044177.2,60,216.59936985,4.1,7.8
"Turkey",2007,2.31599854949324,77.4,10647365.9750483,745238467439526,60,553.41473,5.5,7.9
"Uganda",2007,2.25614692661325,55.3,678124.165819008,20574215987911.4,74000,37.47946695,3.4,5.9
"Ukraine",2007,2.87000281658483,67.6,2251919.41167064,104735308089184,23000,195.9739908,12,11.9
"United Arab Emirates",2007,3.8439712422051,75.6,56854196.9655492,307327692719352,NA,1204.34670428,7.9,9.2
"United Kingdom",2007,2.34585956995183,79.5,59542606.6964584,3613813845312640,350,3880.8170405,12.8,12.9
"United States",2007,3.98917761320174,78.1,77421770.8830738,23321853491185800,20000,7437.29229818,13.6,13.7
"Uruguay",2007,1.83922839671924,75.7,15370449.0008848,51089927656734.8,600,562.05182559,9.8,9.3
"Venezuela",2007,1.2893467737979,74.4,11555257.1358126,317573131863538,2800,476.58041715,8.6,8.3
"Vietnam",2007,2.51242660977604,73.8,1247914.96518629,105100771074451,13000,58.39865326,6.6,7.9
"Yemen",2007,4.85072348722524,65.2,1150498.74025516,25249984347392.6,1200,57.43722082,NA,NA
"Zambia",2007,1.29018853217507,49,770245.645124162,9234900392711.88,49000,55.8525079,4.9,7.3
"Zimbabwe",2007,2.60773433907859,46.4,679309.765825968,8478631618166.54,130000,NA,6.4,8
"Afghanistan",2008,1.91283333333333,52.8,NA,NA,350,31.80972721,0.3,2.6
"Albania",2008,1.97150735294118,76.8,3608838.83098778,11481149030388,NA,275.14252038,9.2,10.1
"Algeria",2008,3.02454043285339,75.5,4347575.80570948,149678461571089,600,185.84823354,4,4.6
"Angola",2008,3.75227736231147,56.7,1245133.75807939,49338957103671,12000,148.87881676,2.7,5
"Argentina",2008,0.849085439717752,75.4,19871668.4915257,789189364229664,3000,698.45126835,10,9.7
"Armenia",2008,3.39103929356973,72.3,3040067.86174026,9360633432202.22,350,142.71827452,11.2,11.2
"Australia",2008,1.87342925093191,81.6,50381441.2529646,1085522081898570,150,4229.03306558,11.4,11.8
"Austria",2008,0.904698936247351,80.4,54611846.5891954,455114911039286,60,5153.35866142,10.9,11.8
"Azerbaijan",2008,3.29121114577001,69.2,4221940.85542262,36998556492410.6,350,233.86044575,11.2,12
"Bahrain",2008,3.01138985355903,77.6,25010425.0894708,26319945936730.4,NA,793.46605183,7.6,8.9
"Bangladesh",2008,1.11858729139735,68.3,1017111.54509014,147967658490087,120,NA,2.5,4.6
"Belarus",2008,1.4538780868906,70,5020556.96025946,48207387932411.4,600,373.3470911,11.6,11.7
"Belgium",2008,1.24081585519003,79.6,50164748.2532906,537650649755238,60,4754.27522232,11.8,12
"Belize",2008,1.37147048038137,70.7,7368149.45636622,2374201047156.42,350,218.95707454,8.2,8.4
"Benin",2008,1.01249749381808,59.7,747013.373492596,6242028808636.66,3100,33,1.5,3.6
"Bolivia",2008,1.96447597493518,71.2,2364929.27521768,22746991826086,2000,85.35091165,6.6,8.3
"Bosnia and Herzegovina",2008,1.25610888969668,77.5,4445129.10379774,16776646238905.7,NA,505.60255386,7.3,9.2
"Botswana",2008,2.47232108933113,53.2,8446468.30186414,16510745284226.5,7900,535.99084407,5.8,5.1
"Brazil",2008,1.53353798095379,73.2,8957618.37830556,1715771219991340,14000,714.98985619,7,6.7
"Brunei",2008,2.51496477578574,76.9,35445316.7686096,13635636134300.3,NA,877.06180369,NA,NA
"Bulgaria",2008,2.00302963995105,73.2,5323280.27786326,40571499417432.4,150,474.17284604,11.9,11.8
"Burkina Faso",2008,1.47346217079753,58,540249.719434042,8382113781446.78,8300,36.5127274,0.7,1.7
"Burundi",2008,2.70592930198939,59.1,271724.891914476,2158415430560.06,15000,18.31932186,1.9,3.4
"Cambodia",2008,1.04364272260845,66.1,1076266.91108895,14876854360962.2,2300,38.85543014,3.1,5.3
"Cameroon",2008,1.45827453194092,56.6,1300072.19447423,26574359123904,37000,63.83446755,4.1,6.5
"Canada",2008,1.28718774517936,80.8,52203528.1422016,1739374470115776,600,4622.62643606,14.1,14.1
"Cape Verde",2008,0.549485420220266,70.4,3654042.60815044,1780874399976.89,NA,155.65526461,3.3,4.9
"Central African Republic",2008,1.58907657657658,46.8,455205.979152238,2006779265470.66,12000,18.49351603,NA,NA
"Chad",2008,7.31837606837607,54.3,566550.05496281,6035889446660.7,13000,28.03009406,0.7,2.6
"Chile",2008,3.34903490432277,78.5,13162715.9043209,209612560387036,NA,764.79717839,10,10.1
"China",2008,2.03155322494156,73.4,4065229.96059868,5385027193456840,NA,156.59905287,6.2,7.6
"Colombia",2008,3.70241790132568,76.2,6262355.33575862,283187723090550,9800,376.99900347,6.3,6.5
"Congo, Dem. Rep.",2008,1.37039863533312,57.5,202207.702448124,12632906191931.6,NA,13.70413496,3.8,7.5
"Congo, Rep.",2008,1.19423123635022,58.8,2261085.68395552,8670988948453.88,5000,80.40646768,5.1,8
"Cote d'Ivoire",2008,1.57367282442489,55.4,1149870.19340808,21832479168022,41000,71.8341187,1.9,4
"Croatia",2008,1.85383397342922,76.2,13586898.180718,60294451598874,60,1224.05169259,10.7,10.9
"Cuba",2008,3.2957165552197,77.6,8675553.90465372,97746641666112.6,150,584.63866145,10.1,10.4
"Cyprus",2008,1.79325504714525,80,31241332.218,24776625824693.6,NA,1917.63775016,11.7,12.2
"Czech Republic",2008,1.29474216761152,77.1,16083949.0687907,167664435922353,60,1473.82837181,NA,NA
"Denmark",2008,1.3923493228197,78.9,64640201.0802728,355108766098808,60,6345.45678188,12.7,12.8
"Djibouti",2008,3.69208038163524,61.8,1738170.96135928,1487241648693.61,1000,82.4769433,1.7,5.2
"Dominican Republic",2008,0.737804495829999,74.1,7461819.70420828,72118099426548.4,2700,269.10607004,NA,NA
"Ecuador",2008,3.03642283268956,74.7,3421066.11940944,48089036963347.4,2500,270.06460048,7.9,8.4
"Egypt",2008,2.2930206588498,70.2,3717716.89410768,291183848176830,300,101.23318902,5.2,7.8
"El Salvador",2008,0.975222808081751,73.7,5259875.80951448,32241082038522.6,350,215.93487107,6.4,7.3
"Estonia",2008,2.1221514222691,74.2,13567806.7680481,18281238715886.4,300,1057.76180424,11.6,11
"Ethiopia",2008,1.50099226076509,60,381726.430174258,30584045182940.8,NA,14.04323536,0.9,2.2
"Fiji",2008,1.49242567755077,64.9,4592196.71929794,3873869159435.02,60,153.0510915,9,9.4
"Finland",2008,1.32924004955028,79.6,57579087.705477,305940667035194,60,4253.8644363,12.2,11.8
"France",2008,2.33101161548628,81.1,46732805.232471,3008214740208860,1200,4940.96210783,10.4,10.4
"Georgia",2008,8.51906989440118,71.8,2498009.23708052,10950523092589.9,60,261.87692087,12.4,12.4
"Germany",2008,1.32686555097421,80,51240150.7845712,4207333751215760,600,4718.15917267,11.9,12.3
"Ghana",2008,0.397632348464877,62,672703.680323104,15633061551735.1,19000,68.51149554,5.1,7.7
"Greece",2008,3.0993430763546,80.2,29423220.9733904,329196032152790,350,3078.40821387,9.9,10.6
"Guatemala",2008,0.425522566384393,71.2,3784665.2146209,51815268614931.6,1800,198.5067007,3.8,4.9
"Guyana",2008,1.35094060101404,65,2253943.28934002,1694014189515.6,350,153.50783449,9.3,9.2
"Honduras",2008,0.953825924469553,71.8,2881360.10916372,21041829486314.4,3700,115.68858452,5.6,5.8
"Hungary",2008,1.21106852576857,73.9,11894316.617252,119397386335499,150,1118.72597813,11,11.2
"Iceland",2008,0.046424196926691,82.4,75854238.0889968,24096585378865,60,4929.15294483,NA,NA
"India",2008,2.55059312835398,64.7,1378546.39263933,1641660848140272,190000,43.12475092,3.3,6.1
"Indonesia",2008,0.633480984934022,69.4,2104866.77786286,494540878475140,7100,53.36093578,5.9,7.2
"Iran",2008,1.91983400912436,73.1,4296460.84131728,310588108028090,7300,276.56244084,5,7.2
"Iraq",2008,3.3204498008384,66.6,1487382.67721435,44886668748716.4,NA,160.73176522,3.5,6.1
"Ireland",2008,0.600588592188968,80.1,60261280.8362738,266695070405652,60,5241.04343506,11.4,11.1
"Israel",2008,7.11493970108988,80.6,43882211.4347752,320726306934484,60,2073.08312967,12.4,12.5
"Italy",2008,1.78751925132201,81.5,39806913.8844942,2381734396974640,600,3471.67858616,10.1,10.6
"Jamaica",2008,0.92861328125,75.1,NA,20243977282412.6,2400,272.32557757,10.2,9.8
"Japan",2008,0.950301600548912,82.5,80866002.621556,10326915233423280,150,3253.10202246,12.1,12.1
"Jordan",2008,6.10514255439336,76.9,4995078.63394156,28906520054619.8,NA,329.55214282,8.3,10.4
"Kazakhstan",2008,1.15243836772068,67.1,4760170.60771086,74610909343372,1100,329.80684978,11.8,11.8
"Kenya",2008,1.9011232144405,60.8,912500.973619776,35052104897680.8,91000,32.99259206,5.7,7.5
"South Korea",2008,2.79925467518299,79.8,30699699.7333854,1502719602249480,350,1237.40068635,NA,NA
"Kuwait",2008,3.03129732458354,77.3,50616169.8472606,128987767046436,NA,1116.62940353,6.8,7.4
"Kyrgyz Republic",2008,3.41663656785213,67.3,752374.06236023,4001651925475.36,150,56.32633626,NA,NA
"Lao",2008,0.315107423367167,62.5,980595.065677084,5905144466102.46,350,38.74417838,NA,NA
"Latvia",2008,1.72965151475467,72.4,12111329.6168437,27445411376751.8,350,974.29906376,12.7,11.9
"Lebanon",2008,3.8879700077186,77.8,11790164.4110681,49128612936945.8,150,555.76301814,8.2,8.7
"Lesotho",2008,1.68240925704128,44.5,931387.494166174,1981444931739.05,14000,66.26062832,8.2,5.8
"Liberia",2008,0.459355025076916,59.9,456224.629589062,1669092786403.44,3900,27.47533374,2.1,5.8
"Libya",2008,1.18070175438596,75.6,15730508.7521939,96736651232666.6,NA,468.62516883,NA,NA
"Lithuania",2008,1.40918791236462,72.1,12082818.0392869,40575492500000,60,934.40671484,12.4,12.2
"Macedonia, FYR",2008,1.75576909438358,74.5,4420396.55257374,9072970013674.84,NA,326.64042808,9.4,10.6
"Madagascar",2008,1.09657539504129,62.2,530732.72228435,10373588055760.9,1700,21.642137,4.3,5.2
"Malaysia",2008,1.98216655570665,74.5,10115653.3266233,279306971761954,5600,306.35306225,7.6,8.2
"Mali",2008,1.97546639407105,58.5,525405.62629811,7597360102214.42,4700,33.62161099,0.8,1.9
"Malta",2008,0.655022432275078,80.7,22344563.085872,9204842763225,60,1596.18750451,NA,NA
"Mauritania",2008,3.44251544773774,67.9,1231125.45183922,4056871069674.98,1100,47.27623307,1.4,3
"Mauritius",2008,0.158941001827167,72.9,9751985.47700538,12371027456637.3,600,395.07092927,7.9,8.9
"Mexico",2008,0.451324556856096,75.4,12654026.3507711,1399878972442918,5600,597.703288,7.4,8.2
"Moldova",2008,0.608694525857558,70.4,1182646.92324692,4222176059212.28,1100,193.56839177,11.1,11.2
"Mongolia",2008,1.1870364845867,64.8,1520884.91638718,4056920971507.46,60,120.31288077,9.1,9
"Montenegro",2008,1.88292729405199,76,4618943.94565478,2906170246446.8,NA,573.91692048,10.4,11.6
"Morocco",2008,3.31338200431738,73.3,3467067.726,110316464524427,1200,147.36903771,2.4,4.6
"Mozambique",2008,0.846238619852585,54,707522.191498746,15801022350522.3,73000,18.09859681,1.6,3.5
"Namibia",2008,3.0159295917528,59.1,5271224.2394792,11598917783483.3,8200,275.23664539,6.8,6.8
"Nepal",2008,1.5999352669869,68.4,509388.509988918,14724057242316.3,4800,NA,1.3,4.1
"Netherlands",2008,1.42107148924861,80.3,54696948.7190602,899523756975534,150,5236.86553894,11.3,11.7
"New Zealand",2008,1.06649530312828,80.3,30022367.7098246,128162485516471,60,2820.19798906,12.2,12.4
"Nicaragua",2008,0.68776960933228,77,2382957.16842428,10199670201317.3,150,105.21340786,5.7,5.6
"Niger",2008,0.998045494240446,58,359662.280554632,5197122471650.4,4400,19.45087717,0.6,1.4
"Nigeria",2008,0.781981835213619,59.2,984533.978400016,148358395120837,220000,79.29829413,3.9,6.6
"Norway",2008,1.4036409035616,80.8,82799418.055225,394805178763940,60,8070.92644725,13.5,13.5
"Oman",2008,7.6219512195122,76.2,22771279.5953972,60047021755717.2,60,479.01366884,4.8,6.6
"Pakistan",2008,3.42679736009685,64.1,1284855.07465725,215139034903370,5200,22.06499551,2.3,5.3
"Papua New Guinea",2008,0.462363602737193,58.6,1367952.96304851,8959090566398.76,1800,39.89054017,3.1,4.8
"Paraguay",2008,0.72882640744085,74,2967478.14243934,18917065569756.4,NA,162.0668094,7.1,6.8
"Peru",2008,1.09331594354818,78.2,5923575.9630025,168604744803616,5100,256.32945861,8.2,9.6
"Philippines",2008,1.30365576419886,69.8,2628451.93515908,237015761703918,120,64.67885035,9.1,8.8
"Poland",2008,1.73980267078135,75.4,12471510.3438413,475485797735300,150,972.5138999,12.3,12.3
"Portugal",2008,1.91007139655001,79.4,23898229.2873648,253857015642520,350,2383.88095707,7.6,7.5
"Qatar",2008,2.20554515229105,77.9,62428710.513245,87154225599120.8,60,1635.51268344,7.8,7.7
"Romania",2008,1.49972517605599,73.2,5689283.34305064,122397091293288,600,516.84724414,11.4,12.1
"Russia",2008,3.50801969752812,67.9,6087331.19760312,864096663499762,NA,560.70749417,12.8,12.6
"Rwanda",2008,1.43605666601979,64.1,657307.568356334,6422701142275.82,9600,44.07976003,2.7,4
"Saudi Arabia",2008,8.02488938455656,78.3,19026754.3458202,497866212308758,NA,581.01746674,4.8,8.3
"Senegal",2008,1.62009147371665,63.5,1111813.97382885,13139319413282.9,1800,65.58605669,1.4,3.2
"Serbia",2008,2.32750843761262,74.3,2432918.53393804,17882488899440.6,60,673.41551388,9.9,10.7
"Seychelles",2008,1.15374089958779,72.9,16303425.9003988,1417680702595.08,NA,358.7704108,11.5,9.8
"Sierra Leone",2008,1.20607038288525,53.6,518005.813746328,2907115449494.36,2700,47.99418931,1.4,3.1
"Singapore",2008,4.19574021179597,80.6,60263234.3617716,291637896370358,60,1434.29888612,6,8
"Slovak Republic",2008,1.48708005696983,74.9,17091261.9915002,92406061456056.6,60,1398.66914518,12,12.7
"Slovenia",2008,1.51825953894572,78.7,27672378.4477228,55934621314437.2,60,2257.5292104,11.5,11.9
"South Africa",2008,1.32260656565165,53.4,7591953.81171202,370434391472832,380000,481.77771676,8.3,8.4
"Spain",2008,1.1726970100639,81.1,32503673.865975,1480683541730080,1600,3131.31302629,8.9,8.9
"Sri Lanka",2008,3.7182449974301,74,2390962.16903232,48338082171326.4,350,67.73599135,9.2,9.1
"Swaziland",2008,2.20868240670221,45.1,3589558.11803526,3703515819608.52,8600,162.10472067,7.1,7.2
"Sweden",2008,1.23926449293454,81.1,65597468.4985646,604784847675700,60,4865.99115069,12.7,12.3
"Switzerland",2008,0.814454110838955,82,78649462.241929,584905617396968,60,6998.97074141,12.6,13.4
"Syria",2008,3.55001658446688,76.1,2904515.37017354,57038222228025,NA,89.88517194,4.9,7.3
"Tanzania",2008,0.936175456760292,60.4,857518.31184,35185176003056.8,1e+05,26.75674493,3.9,5.6
"Thailand",2008,1.56379639547133,73.9,5216494.51941724,356119553954674,28000,158.41721834,6.4,7
"Timor-Leste",2008,3.56390977443609,69.9,722277.316342132,778550664335.664,NA,63.64118292,1.9,3
"Togo",2008,1.80213878642137,57.5,516077.191062164,2981278293787.08,8300,37.45616559,2.2,5.1
"Tunisia",2008,1.28941486245036,76.8,6046796.10142026,62456752251959.6,60,246.21716072,4.3,8
"Turkey",2008,2.29839166763323,77.8,10576832.1746364,750148389409226,60,623.77323607,5.7,8
"Uganda",2008,2.53896759016207,56,713670.3537954,22365994976372.8,74000,45.31764489,3.6,6
"Ukraine",2008,2.67294337043381,67.8,2316221.12782674,107144220175235,23000,259.64421464,12.1,12
"United Arab Emirates",2008,4.26320218427059,75.6,51147463.5042484,317453023377128,NA,1526.89647496,8.1,9.3
"United Kingdom",2008,2.48941675326215,79.7,58575520.8341622,3573958380970500,350,3801.44539817,12.9,13
"United States",2008,4.36827410632028,78.3,76417522.3667566,23238107448400800,19000,7719.62742794,13.6,13.7
"Uruguay",2008,1.95268132677077,76,16423323.5632197,54756214772599.8,600,720.56841515,9.9,9.4
"Venezuela",2008,1.37043789860736,74.2,11968289.9051468,334334178500274,3000,598.30683221,8.7,8.5
"Vietnam",2008,2.34660661882053,74.1,1312621.45497797,111733357277071,14000,70.09052721,6.8,8
"Yemen",2008,4.4457375077187,65.7,1156646.54159072,26170972854723.8,1300,68.22635908,NA,NA
